iter	RMSE
316	1726.133041
317	1725.999346
318	1725.407331
319	1724.988985
320	1724.717469
321	1724.374913
322	1723.981741
323	1723.79903
324	1723.656401
325	1723.319345
326	1723.075173
327	1722.645503
328	1722.492212
329	1722.286722
330	1722.018438
331	1721.648284
332	1721.176334
333	1720.8181
334	1720.561097
335	1720.378602
336	1720.100894
337	1719.937801
338	1719.644767
339	1719.352027
340	1719.194105
341	1718.946775
342	1718.743129
343	1718.530997
344	1718.297087
345	1718.053183
346	1717.787022
347	1717.496992
348	1717.329364
349	1716.856379
350	1716.61449
351	1716.437201
352	1716.06151
353	1715.7653
354	1714.888135
355	1714.681954
356	1714.229726
357	1714.014144
358	1713.82436
359	1713.572852
360	1713.292712
361	1712.96588
362	1712.563825
363	1712.346704
364	1712.191915
365	1711.921021
366	1711.777289
367	1711.562876
368	1711.396488
369	1710.658199
370	1710.352506
371	1709.92746
372	1709.66832
373	1709.45093
374	1709.32478
375	1709.11065
376	1708.884267
377	1708.70964
378	1708.363969
379	1708.095537
380	1708.03885
381	1707.949363
382	1707.794322
383	1707.563583
384	1707.121264
385	1706.85848
386	1706.720505
387	1706.433618
388	1706.334875
389	1706.165966
390	1706.059609
391	1705.899011
392	1705.66622
393	1705.411492
394	1705.058995
395	1704.759769
396	1704.361793
397	1704.009233
398	1703.842919
399	1703.712348
400	1703.413471
401	1703.223209
402	1703.074025
403	1702.766053
404	1702.446988
405	1702.337569
406	1702.057608
407	1701.818817
408	1701.653398
409	1701.437861
410	1700.97224
411	1700.514993
412	1700.423518
413	1700.009601
414	1699.76917
415	1699.544268
416	1699.249848
417	1698.83987
418	1698.574239
419	1698.423428
420	1698.229338
421	1697.946786
422	1697.877868
423	1697.669073
424	1697.521477
425	1697.212631
426	1696.948726
427	1696.673142
428	1696.333277
429	1696.127603
430	1695.899373
431	1695.544447
432	1695.222878
433	1695.048524
434	1694.858199
435	1694.680365
436	1694.360371
437	1694.115759
438	1693.951787
439	1693.503007
440	1693.406642
441	1693.210804
442	1692.998629
443	1692.856624
444	1692.683369
445	1692.448502
446	1692.327482
447	1692.09221
448	1691.832831
449	1691.70327
450	1691.442617
451	1691.197757
452	1690.949963
453	1690.714309
454	1690.501428
455	1690.1637
456	1690.129598
457	1689.96365
458	1689.661263
459	1689.520923
460	1689.426521
461	1689.213791
462	1688.841523
463	1688.612381
464	1688.483571
465	1688.145932
466	1687.83476
467	1687.611755
468	1687.324689
469	1687.093873
470	1686.959081
471	1686.801089
472	1686.684705
473	1686.52345
474	1686.254764
475	1686.144181
476	1685.860751
477	1685.724774
478	1685.590701
479	1685.320576
480	1685.241134
481	1684.999966
482	1684.86428
483	1684.646813
484	1684.503583
485	1684.285064
486	1683.93456
487	1683.674397
488	1683.399862
489	1683.217312
490	1682.987892
491	1682.892553
492	1682.687748
493	1682.559005
494	1682.390303
495	1682.144684
496	1681.971113
497	1681.817129
498	1681.560702
499	1681.348682
500	1681.243278
501	1681.091009
502	1680.807546
503	1680.693493
504	1680.473241
505	1680.267447
506	1680.12855
507	1679.97391
508	1679.719799
509	1679.475569
510	1679.246419
511	1679.136832
512	1678.958419
513	1678.886674
514	1678.593069
515	1678.468108
516	1678.362339
517	1678.207714
518	1677.999198
519	1677.887479
520	1677.564308
521	1677.440394
522	1677.244858
523	1677.068854
524	1676.839339
525	1676.641232
526	1676.389893
527	1676.291251
528	1676.118942
529	1676.01281
530	1675.848757
531	1675.69547
532	1675.476476
533	1675.355765
534	1675.17427
535	1674.858923
536	1674.592055
537	1674.477461
538	1674.283146
539	1674.099793
540	1674.062149
541	1673.948133
542	1673.8572
543	1673.657434
544	1673.50307
545	1673.391454
546	1673.29347
547	1673.140583
548	1672.904677
549	1672.742
550	1672.602096
551	1672.382184
552	1672.316985
553	1672.067026
554	1671.920607
555	1671.751397
556	1671.63351
557	1671.510614
558	1671.385332
559	1671.267582
560	1671.134734
561	1670.97714
562	1670.819694
563	1670.574201
564	1670.430793
565	1670.383583
566	1670.174811
567	1670.027713
568	1669.886149
569	1669.735978
570	1669.680167
571	1669.480752
572	1669.319429
573	1669.216785
574	1669.05303
575	1668.793398
576	1668.680998
577	1668.51082
578	1668.40827
579	1668.195902
580	1668.16213
581	1667.991647
582	1667.879932
583	1667.776849
584	1667.602496
585	1667.480178
586	1667.279435
587	1667.162962
588	1667.009306
589	1666.888348
590	1666.77507
591	1666.658433
592	1666.623014
593	1666.532248
594	1666.324917
595	1666.088054
596	1665.822137
597	1665.736259
598	1665.631175
599	1665.456006
600	1665.194999
601	1665.110646
602	1664.956454
603	1664.751307
604	1664.672873
605	1664.52722
606	1664.352726
607	1664.192778
608	1664.086934
609	1663.968853
610	1663.872693
611	1663.760354
612	1663.599878
613	1663.511385
614	1663.312877
615	1663.140108
616	1663.094738
617	1662.947531
618	1662.883126
619	1662.819999
620	1662.609969
621	1662.546169
622	1662.443496
623	1662.385201
624	1662.216576
625	1662.189453
626	1662.088838
627	1661.951339
628	1661.779691
629	1661.608785
630	1661.51328
631	1661.449668
632	1661.367278
633	1661.214684
634	1661.108405
635	1661.05182
636	1660.888966
637	1660.75428
638	1660.526756
639	1660.279282
640	1660.172838
641	1659.984105
642	1659.745519
643	1659.69383
644	1659.59685
645	1659.54876
646	1659.456407
647	1659.345442
648	1659.155779
649	1659.071184
650	1658.935328
651	1658.901846
652	1658.706674
653	1658.601383
654	1658.403415
655	1658.24837
656	1658.14252
657	1657.975289
658	1657.806074
659	1657.584837
660	1657.496406
661	1657.381151
662	1657.353368
663	1657.305244
664	1657.172955
665	1657.07686
666	1657.0144
667	1656.883632
668	1656.694835
669	1656.584867
670	1656.515854
671	1656.334667
672	1656.269071
673	1656.218505
674	1656.0594
675	1655.98749
676	1655.812449
677	1655.721763
678	1655.592545
679	1655.459706
680	1655.282895
681	1655.211723
682	1655.146826
683	1655.072403
684	1654.958035
685	1654.760417
686	1654.632756
687	1654.514642
688	1654.426723
689	1654.248658
690	1654.099525
691	1654.010026
692	1653.896732
693	1653.839052
694	1653.794466
695	1653.635214
696	1653.542126
697	1653.41919
698	1653.2905
699	1653.186971
