iter	Passed	Remaining
404	8865	21781
405	8893	21772
406	8916	21755
407	8941	21740
408	8967	21728
409	8989	21706
410	9012	21687
411	9030	21656
412	9052	21634
413	9073	21610
414	9095	21588
415	9118	21568
416	9144	21556
417	9168	21540
418	9194	21525
419	9218	21510
420	9238	21482
421	9261	21464
422	9278	21429
423	9303	21415
424	9320	21382
425	9343	21363
426	9362	21334
427	9385	21313
428	9407	21293
429	9427	21267
430	9454	21256
431	9473	21226
432	9496	21207
433	9517	21184
434	9538	21159
435	9561	21140
436	9583	21119
437	9607	21102
438	9633	21089
439	9660	21076
440	9681	21053
441	9699	21023
442	9725	21009
443	9749	20992
444	9771	20969
445	9792	20946
446	9810	20916
447	9832	20894
448	9853	20869
449	9875	20847
450	9898	20828
451	9919	20805
452	9940	20781
453	9963	20761
454	9987	20743
455	10007	20717
456	10031	20699
457	10056	20683
458	10080	20665
459	10103	20645
460	10125	20625
461	10153	20614
462	10176	20594
463	10198	20573
464	10221	20551
465	10244	20531
466	10263	20505
467	10283	20479
468	10304	20454
469	10326	20434
470	10347	20408
471	10369	20387
472	10394	20372
473	10414	20346
474	10439	20329
475	10462	20309
476	10483	20286
477	10501	20256
478	10523	20233
479	10545	20211
480	10569	20194
481	10587	20164
482	10610	20144
483	10634	20126
484	10657	20107
485	10680	20086
486	10701	20061
487	10721	20037
488	10742	20013
489	10761	19985
490	10787	19971
491	10813	19957
492	10836	19936
493	10859	19917
494	10882	19895
495	10904	19873
496	10930	19859
497	10953	19839
498	10980	19825
499	11003	19806
500	11029	19792
501	11051	19768
502	11072	19745
503	11094	19724
504	11117	19703
505	11140	19682
506	11160	19657
507	11183	19636
508	11205	19614
509	11230	19597
510	11252	19576
511	11275	19556
512	11300	19539
513	11325	19521
514	11345	19497
515	11363	19468
516	11384	19443
517	11406	19422
518	11428	19400
519	11454	19384
520	11478	19365
521	11502	19347
522	11527	19329
523	11547	19305
524	11569	19282
525	11593	19263
526	11614	19239
527	11637	19218
528	11656	19192
529	11669	19155
530	11693	19137
531	11717	19117
532	11738	19094
533	11759	19069
534	11777	19042
535	11800	19021
536	11823	19000
537	11843	18975
538	11869	18959
539	11888	18933
540	11913	18916
541	11939	18901
542	11963	18882
543	11988	18864
544	12011	18843
545	12032	18819
546	12056	18801
547	12077	18777
548	12098	18754
549	12119	18730
550	12143	18710
551	12164	18687
552	12189	18669
553	12213	18650
554	12234	18627
555	12254	18601
556	12276	18579
557	12301	18561
558	12321	18537
559	12344	18517
560	12367	18496
561	12383	18465
562	12407	18445
563	12427	18421
564	12448	18397
565	12469	18374
566	12495	18357
567	12515	18332
568	12539	18313
569	12566	18299
570	12591	18280
571	12616	18262
572	12636	18237
573	12665	18226
574	12690	18208
575	12712	18186
576	12735	18165
577	12758	18144
578	12782	18125
579	12805	18103
580	12826	18081
581	12847	18056
582	12870	18035
583	12893	18015
584	12920	18000
585	12945	17982
586	12965	17957
587	12991	17940
588	13012	17916
589	13034	17894
590	13057	17873
591	13076	17847
592	13096	17822
593	13115	17796
594	13137	17773
595	13157	17749
596	13179	17727
597	13206	17711
598	13228	17688
599	13249	17665
600	13273	17645
601	13294	17622
602	13312	17595
603	13334	17572
604	13358	17553
605	13385	17537
606	13407	17515
607	13428	17492
608	13445	17463
609	13467	17441
610	13489	17419
611	13512	17398
612	13537	17380
613	13564	17363
614	13585	17341
615	13610	17322
616	13632	17299
617	13652	17275
618	13672	17250
619	13689	17221
620	13712	17201
621	13738	17184
622	13760	17162
623	13787	17145
624	13809	17123
625	13832	17103
626	13853	17079
627	13875	17057
628	13898	17035
629	13919	17012
630	13939	16988
631	13958	16962
632	13980	16940
633	14001	16916
634	14019	16889
635	14041	16867
636	14064	16846
637	14084	16822
638	14110	16804
639	14131	16781
640	14156	16762
641	14181	16743
642	14203	16721
643	14227	16701
644	14249	16679
645	14269	16655
646	14294	16636
647	14312	16609
648	14332	16584
649	14356	16565
650	14378	16543
651	14401	16522
652	14427	16503
653	14450	16483
654	14476	16465
655	14497	16442
656	14518	16419
657	14543	16399
658	14561	16373
659	14585	16353
660	14607	16330
661	14630	16309
662	14654	16289
663	14678	16270
664	14697	16244
665	14720	16223
666	14746	16205
667	14764	16179
668	14784	16154
669	14809	16135
670	14830	16112
671	14853	16091
672	14876	16070
673	14900	16050
674	14918	16024
675	14946	16007
676	14967	15984
677	14987	15959
678	15010	15939
679	15033	15918
680	15058	15898
681	15082	15878
682	15103	15855
683	15123	15830
684	15146	15809
685	15170	15789
686	15190	15765
687	15210	15741
688	15232	15718
689	15252	15694
690	15278	15676
691	15301	15654
692	15323	15633
693	15349	15615
694	15374	15596
695	15403	15580
696	15427	15560
697	15455	15543
698	15476	15520
699	15499	15499
700	15524	15480
701	15546	15458
702	15571	15438
703	15598	15421
704	15619	15397
705	15639	15373
706	15662	15351
707	15688	15333
708	15708	15309
709	15733	15290
710	15758	15270
711	15782	15250
712	15799	15223
713	15819	15199
714	15840	15175
715	15861	15152
716	15880	15127
717	15904	15106
718	15923	15082
719	15947	15061
720	15971	15041
721	15993	15018
722	16017	14998
723	16040	14976
724	16065	14957
725	16087	14935
726	16114	14917
727	16139	14898
728	16159	14874
729	16184	14854
730	16209	14834
731	16231	14812
732	16253	14790
733	16277	14769
734	16301	14749
735	16322	14725
736	16338	14698
737	16359	14675
738	16380	14651
739	16402	14629
740	16425	14608
741	16446	14584
742	16467	14561
743	16490	14540
744	16511	14516
745	16537	14497
746	16560	14476
747	16583	14455
748	16605	14433
749	16627	14410
750	16644	14383
751	16668	14363
752	16684	14335
753	16699	14307
754	16725	14288
755	16747	14266
756	16773	14247
757	16798	14227
758	16822	14207
759	16848	14188
760	16872	14167
761	16899	14149
762	16924	14129
763	16947	14108
764	16970	14086
765	16995	14066
766	17018	14045
767	17043	14025
768	17064	14002
769	17086	13979
770	17107	13956
771	17129	13934
772	17150	13910
773	17170	13887
774	17197	13868
775	17215	13843
776	17240	13823
777	17261	13800
778	17283	13778
779	17306	13756
780	17326	13732
781	17354	13714
782	17376	13692
783	17400	13671
784	17424	13650
785	17446	13628
786	17469	13607
787	17493	13586
788	17516	13564
789	17540	13543
790	17563	13522
791	17588	13502
792	17609	13478
793	17629	13455
794	17648	13430
795	17675	13412
796	17694	13387
797	17717	13365
798	17740	13344
799	17762	13322
800	17781	13297
801	17805	13276
802	17828	13254
803	17848	13231
804	17869	13208
805	17895	13188
806	17919	13167
807	17942	13146
808	17967	13125
809	17991	13104
810	18009	13079
811	18028	13054
812	18048	13031
813	18069	13008
814	18093	12987
815	18114	12964
816	18135	12940
817	18160	12921
818	18183	12899
819	18204	12876
820	18228	12855
821	18251	12833
822	18276	12813
823	18300	12792
824	18324	12771
825	18343	12747
826	18367	12726
827	18389	12703
828	18416	12684
829	18435	12660
830	18463	12642
831	18486	12620
832	18509	12598
833	18534	12578
834	18555	12555
835	18577	12532
836	18594	12507
837	18619	12486
838	18632	12458
839	18653	12435
840	18678	12415
841	18694	12388
842	18718	12367
843	18738	12344
844	18755	12318
845	18777	12296
846	18800	12274
847	18820	12251
848	18842	12228
849	18864	12206
850	18886	12183
851	18907	12161
852	18932	12140
853	18951	12116
854	18974	12094
855	18991	12069
856	19007	12043
857	19031	12021
858	19056	12001
859	19075	11977
860	19097	11955
861	19118	11932
862	19140	11910
863	19160	11886
864	19183	11865
865	19207	11843
866	19232	11823
867	19255	11801
868	19279	11780
869	19297	11755
870	19319	11733
871	19342	11711
872	19366	11690
873	19388	11668
874	19407	11644
875	19433	11624
876	19454	11601
877	19479	11580
878	19503	11560
879	19529	11540
880	19552	11518
881	19574	11496
882	19593	11472
883	19618	11451
884	19645	11432
885	19668	11410
886	19692	11389
887	19706	11362
888	19734	11343
889	19753	11319
890	19773	11295
891	19797	11274
892	19812	11248
893	19838	11228
894	19860	11206
895	19878	11181
896	19901	11160
897	19918	11135
898	19944	11114
899	19967	11093
900	19983	11067
901	20004	11044
902	20029	11024
903	20053	11002
904	20078	10981
905	20099	10959
906	20118	10935
907	20137	10911
908	20158	10888
909	20181	10866
910	20202	10844
911	20227	10823
912	20251	10802
913	20272	10779
914	20298	10759
915	20324	10738
916	20344	10715
917	20368	10694
918	20392	10673
919	20416	10652
920	20442	10632
921	20466	10610
922	20494	10591
923	20511	10566
924	20538	10547
925	20566	10527
926	20590	10506
927	20610	10482
928	20631	10460
929	20648	10435
930	20668	10412
931	20690	10389
932	20716	10369
933	20740	10347
934	20763	10326
935	20782	10302
936	20810	10283
937	20839	10264
938	20854	10238
939	20876	10215
940	20899	10194
941	20924	10173
942	20949	10152
943	20971	10130
944	20990	10106
945	21014	10085
946	21040	10064
947	21061	10042
948	21089	10022
949	21109	9999
950	21129	9975
951	21154	9955
952	21181	9934
953	21205	9913
954	21229	9892
955	21253	9870
956	21272	9847
957	21295	9825
958	21315	9801
959	21335	9778
960	21355	9755
961	21376	9732
962	21398	9710
963	21416	9686
964	21442	9665
965	21464	9643
966	21490	9622
967	21512	9600
968	21537	9579
969	21559	9557
970	21585	9536
971	21610	9515
972	21635	9494
973	21659	9473
974	21681	9451
975	21707	9430
976	21731	9408
977	21758	9388
978	21781	9366
979	21801	9343
980	21820	9319
981	21844	9298
982	21868	9276
983	21891	9254
984	21916	9233
985	21941	9212
986	21969	9192
987	21988	9169
988	22010	9146
989	22033	9124
990	22056	9103
991	22080	9081
992	22105	9060
993	22124	9036
994	22148	9015
995	22177	8995
996	22201	8973
997	22224	8952
998	22246	8929
999	22270	8908
1000	22297	8887
1001	22320	8865
1002	22344	8844
1003	22362	8820
1004	22388	8799
1005	22410	8777
1006	22432	8754
1007	22456	8733
1008	22479	8711
1009	22505	8690
1010	22528	8668
1011	22550	8645
1012	22575	8624
1013	22597	8602
1014	22623	8581
1015	22650	8560
1016	22673	8538
1017	22697	8516
1018	22719	8494
1019	22739	8471
1020	22753	8446
1021	22771	8422
1022	22790	8398
1023	22806	8374
1024	22823	8350
1025	22846	8327
1026	22871	8306
1027	22897	8285
1028	22916	8262
1029	22938	8240
1030	22958	8216
1031	22981	8194
1032	23003	8172
1033	23030	8151
1034	23054	8130
1035	23078	8108
1036	23099	8085
1037	23119	8062
1038	23142	8040
1039	23166	8019
1040	23186	7996
1041	23207	7973
1042	23229	7951
1043	23250	7928
1044	23274	7906
1045	23293	7883
1046	23315	7861
1047	23335	7837
1048	23355	7815
1049	23376	7792
1050	23395	7768
1051	23410	7744
1052	23430	7721
1053	23453	7699
1054	23472	7675
1055	23491	7652
1056	23516	7631
1057	23537	7608
1058	23558	7585
1059	23583	7564
1060	23600	7540
1061	23624	7518
1062	23646	7496
1063	23667	7473
1064	23688	7451
1065	23710	7428
1066	23730	7406
1067	23751	7383
1068	23767	7359
1069	23787	7336
1070	23811	7314
1071	23834	7292
1072	23860	7271
1073	23879	7248
1074	23901	7226
1075	23921	7203
1076	23945	7181
1077	23967	7159
1078	23987	7136
1079	24013	7115
1080	24030	7091
1081	24051	7068
1082	24068	7045
1083	24095	7024
1084	24113	7000
1085	24136	6978
1086	24160	6956
1087	24181	6934
1088	24206	6913
1089	24223	6889
1090	24245	6866
1091	24267	6844
1092	24292	6823
1093	24318	6802
1094	24343	6780
1095	24369	6759
1096	24393	6737
1097	24420	6716
1098	24444	6694
1099	24462	6671
1100	24485	6649
1101	24508	6627
1102	24532	6605
1103	24556	6583
1104	24576	6561
1105	24599	6539
1106	24622	6516
1107	24645	6495
1108	24667	6472
1109	24685	6449
1110	24704	6426
1111	24726	6404
1112	24749	6382
1113	24774	6360
1114	24799	6338
1115	24818	6315
1116	24841	6293
1117	24863	6271
1118	24880	6247
1119	24905	6226
1120	24923	6202
1121	24948	6181
1122	24978	6161
1123	24998	6138
1124	25022	6116
1125	25044	6094
1126	25066	6071
1127	25089	6049
