iter	RMSE
423	1457.133336
424	1456.793965
425	1456.493166
426	1456.225758
427	1455.788681
428	1455.532562
429	1455.311184
430	1455.166953
431	1454.722431
432	1454.309424
433	1454.179836
434	1453.871007
435	1453.499917
436	1453.115963
437	1452.883359
438	1452.77871
439	1452.130095
440	1451.987854
441	1451.71755
442	1451.226626
443	1450.991538
444	1450.666901
445	1450.504246
446	1450.154106
447	1449.87644
448	1449.484697
449	1449.420212
450	1449.035809
451	1448.853325
452	1448.611321
453	1448.385493
454	1448.096389
455	1447.715065
456	1447.360293
457	1447.000859
458	1446.551178
459	1446.130488
460	1445.843266
461	1445.753048
462	1445.463881
463	1445.406713
464	1445.301435
465	1445.041451
466	1444.874188
467	1444.72492
468	1444.447536
469	1444.251091
470	1443.989084
471	1443.865138
472	1443.57322
473	1443.377539
474	1443.235356
475	1442.929384
476	1442.73913
477	1442.525608
478	1442.252482
479	1442.032459
480	1441.579311
481	1441.292205
482	1441.040697
483	1440.937776
484	1440.756825
485	1440.401813
486	1440.061373
487	1439.662255
488	1439.24152
489	1438.943934
490	1438.773944
491	1438.349753
492	1437.717055
493	1437.497689
494	1437.450518
495	1437.165866
496	1436.752477
497	1436.483271
498	1436.087928
499	1435.902597
500	1435.674069
501	1435.521116
502	1435.29726
503	1435.03031
504	1434.818438
505	1434.533793
506	1434.316254
507	1433.815618
508	1433.639128
509	1433.317766
510	1432.851194
511	1432.662802
512	1432.143827
513	1431.921104
514	1431.503294
515	1431.286158
516	1430.831802
517	1430.490531
518	1430.436818
519	1430.181889
520	1429.790148
521	1429.767174
522	1429.590254
523	1429.500142
524	1429.328644
525	1429.061727
526	1428.879373
527	1428.70552
528	1428.585881
529	1428.207683
530	1427.971095
531	1427.805373
532	1427.724576
533	1427.483758
534	1427.274499
535	1426.981176
536	1426.62545
537	1426.378099
538	1426.165548
539	1425.791552
540	1425.560353
541	1425.342139
542	1425.200003
543	1424.997443
544	1424.716352
545	1424.341699
546	1424.252342
547	1424.084417
548	1424.019368
549	1423.79853
550	1423.570374
551	1423.415656
552	1423.194766
553	1423.058681
554	1423.006444
555	1422.732478
556	1422.46687
557	1422.035456
558	1421.767924
559	1421.59273
560	1421.498316
561	1421.141942
562	1420.904707
563	1420.285195
564	1419.984284
565	1419.894607
566	1419.725627
567	1419.277007
568	1419.110462
569	1418.999783
570	1418.823563
571	1418.520366
572	1418.32587
573	1418.145141
574	1417.82946
575	1417.639788
576	1417.525535
577	1417.46883
578	1417.363682
579	1417.200159
580	1417.060197
581	1416.874169
582	1416.582164
583	1416.429361
584	1416.128854
585	1415.834307
586	1415.707127
587	1415.533974
588	1415.32855
589	1415.137042
590	1415.06217
591	1414.909751
592	1414.484228
593	1414.31504
594	1414.068766
595	1413.577857
596	1413.54428
597	1413.182229
598	1413.051774
599	1412.830197
600	1412.670151
601	1412.612729
602	1412.414858
603	1412.233514
604	1412.011331
605	1411.778562
606	1411.571318
607	1411.222698
608	1411.023323
609	1410.62444
610	1410.265566
611	1409.957298
612	1409.814144
613	1409.654685
614	1409.514131
615	1409.047493
616	1408.626149
617	1408.352087
618	1408.175397
619	1407.934308
620	1407.858454
621	1407.599358
622	1407.537857
623	1407.284684
624	1407.128943
625	1406.742489
626	1406.487318
627	1406.333944
628	1406.222402
629	1406.007452
630	1405.6571
631	1405.598809
632	1405.470486
633	1404.986241
634	1404.736773
635	1404.515725
636	1404.311562
637	1404.170201
638	1403.966859
639	1403.790476
640	1403.564703
641	1403.293445
642	1403.202891
643	1402.904579
644	1402.780147
645	1402.582352
646	1402.318938
647	1402.163772
648	1402.004444
649	1401.881838
650	1401.743851
651	1401.512665
652	1401.416664
653	1401.222659
654	1401.04197
655	1400.987764
656	1400.837951
657	1400.719045
658	1400.548078
659	1400.251543
660	1400.057205
661	1399.816489
662	1399.632547
663	1399.392187
664	1399.090922
665	1399.037533
666	1398.829491
667	1398.699809
668	1398.632647
669	1398.430643
670	1398.187337
671	1397.847189
672	1397.660064
673	1397.611279
674	1397.393906
675	1397.175876
676	1397.109248
677	1396.898575
678	1396.866854
679	1396.769661
680	1396.661301
681	1396.15593
682	1395.93148
683	1395.850202
684	1395.652756
685	1395.371969
686	1395.321893
687	1395.225517
688	1395.029791
689	1394.767983
690	1394.6287
691	1394.531574
692	1394.307865
693	1394.068926
694	1393.834138
695	1393.472866
696	1393.344445
697	1393.241735
698	1393.07741
699	1392.886161
700	1392.700397
701	1392.407906
702	1392.343188
703	1392.237214
704	1392.148368
705	1391.879455
706	1391.540634
707	1391.189526
708	1390.922074
709	1390.477267
710	1390.332956
711	1390.15314
712	1390.139253
713	1390.057006
714	1389.873696
715	1389.547803
716	1389.41076
717	1389.307868
718	1389.114121
719	1388.844423
720	1388.646551
721	1388.500091
722	1388.250068
723	1388.108555
724	1387.883234
725	1387.659845
726	1387.518493
727	1387.444793
728	1387.231038
729	1387.072287
730	1386.994747
731	1386.753052
732	1386.460545
733	1386.167045
734	1385.986782
735	1385.847728
736	1385.733801
737	1385.630931
738	1385.452235
739	1385.371885
740	1385.232427
741	1385.025103
742	1384.832979
743	1384.704553
744	1384.628638
745	1384.514706
746	1384.358607
747	1384.156756
748	1383.81269
749	1383.717269
750	1383.602585
751	1383.551223
752	1383.454627
753	1383.17761
754	1383.051225
755	1382.859447
756	1382.760461
757	1382.420213
758	1382.351806
759	1382.112591
760	1382.050458
761	1381.752871
762	1381.652789
763	1381.461591
764	1381.270839
765	1380.985703
766	1380.842162
767	1380.562528
768	1380.475136
769	1380.339528
770	1380.185514
771	1380.057057
772	1379.866812
773	1379.785191
774	1379.748954
775	1379.543776
776	1379.384929
777	1379.093789
778	1379.011345
779	1378.618718
780	1378.513282
781	1378.337022
782	1378.216129
783	1378.104398
784	1378.026753
785	1377.813016
786	1377.599562
787	1377.507343
788	1377.215289
789	1376.991624
790	1376.622387
791	1376.098168
792	1375.943344
793	1375.865098
794	1375.645373
795	1375.467054
796	1375.343376
797	1375.26943
798	1375.185679
799	1375.113117
800	1374.884202
801	1374.701176
802	1374.511254
803	1374.354471
804	1374.192414
805	1373.896899
806	1373.420458
807	1373.353024
808	1373.225028
809	1372.925846
810	1372.603192
811	1372.373302
812	1372.004885
813	1371.715592
814	1371.55369
815	1371.421061
816	1371.377334
817	1371.275004
818	1370.990219
819	1370.671991
820	1370.57196
821	1370.477502
822	1370.422774
823	1370.35647
824	1370.320542
825	1370.163917
826	1369.905255
827	1369.807983
828	1369.699889
829	1369.395339
830	1369.330224
831	1369.182927
832	1369.064522
833	1368.805579
834	1368.732895
835	1368.518659
836	1368.300102
837	1368.129967
838	1367.770777
839	1367.710196
840	1367.577456
841	1367.483535
842	1367.375605
843	1367.225842
844	1367.102416
845	1366.817484
846	1366.672244
847	1366.510717
848	1366.149205
849	1365.992035
850	1365.743055
851	1365.547132
852	1365.461291
853	1365.367848
854	1365.153754
855	1364.987488
856	1364.8455
857	1364.687766
858	1364.587972
859	1364.465685
860	1364.405726
861	1364.23177
862	1364.057373
863	1363.984824
864	1363.892435
865	1363.758847
866	1363.455025
867	1363.340474
868	1363.315274
869	1363.262401
870	1363.166132
871	1362.934873
872	1362.845567
873	1362.711747
874	1362.462355
875	1362.289428
876	1362.213204
877	1362.056727
878	1361.909332
879	1361.795496
880	1361.651671
881	1361.561571
882	1361.496848
883	1361.446358
884	1361.385652
885	1361.19358
886	1361.111858
887	1361.01771
888	1360.980067
889	1360.876998
890	1360.668199
891	1360.58542
892	1360.557365
893	1360.45675
894	1360.326398
895	1360.128742
896	1360.069134
897	1359.817878
898	1359.692638
899	1359.602394
