iter	Passed	Remaining
932	23233	4158
933	23261	4134
934	23287	4109
935	23316	4085
936	23343	4060
937	23369	4036
938	23393	4011
939	23418	3986
940	23445	3961
941	23467	3936
942	23493	3911
943	23519	3886
944	23546	3862
945	23571	3837
946	23596	3812
947	23623	3787
948	23644	3762
949	23669	3737
950	23696	3712
951	23722	3687
952	23755	3664
953	23777	3638
954	23802	3613
955	23830	3589
956	23852	3564
957	23877	3539
958	23900	3514
959	23925	3489
960	23951	3464
961	23976	3439
962	24000	3414
963	24022	3389
964	24044	3363
965	24070	3338
966	24096	3314
967	24116	3288
968	24139	3263
969	24168	3239
970	24195	3214
971	24219	3189
972	24246	3164
973	24271	3139
974	24294	3114
975	24327	3090
976	24352	3065
977	24376	3040
978	24405	3016
979	24435	2992
980	24462	2967
981	24493	2943
982	24518	2918
983	24545	2893
984	24569	2868
985	24599	2844
986	24622	2819
987	24651	2794
988	24679	2769
989	24708	2745
990	24725	2719
991	24754	2695
992	24780	2670
993	24805	2645
994	24836	2620
995	24868	2596
996	24898	2572
997	24925	2547
998	24952	2522
999	24977	2497
1000	25007	2473
1001	25029	2447
1002	25053	2422
1003	25072	2397
1004	25094	2372
1005	25120	2347
1006	25148	2322
1007	25172	2297
1008	25194	2272
1009	25215	2246
1010	25235	2221
1011	25260	2196
1012	25290	2172
1013	25320	2147
1014	25354	2123
1015	25386	2098
1016	25414	2074
1017	25439	2049
1018	25469	2024
1019	25495	1999
1020	25520	1974
1021	25547	1949
1022	25574	1924
1023	25598	1899
1024	25625	1875
1025	25649	1849
1026	25669	1824
1027	25697	1799
1028	25720	1774
1029	25744	1749
1030	25770	1724
1031	25798	1699
1032	25826	1675
1033	25854	1650
1034	25879	1625
1035	25906	1600
1036	25931	1575
1037	25961	1550
1038	25991	1525
1039	26016	1500
1040	26044	1476
1041	26075	1451
1042	26104	1426
1043	26132	1401
1044	26157	1376
1045	26183	1351
1046	26210	1326
1047	26234	1301
1048	26261	1276
1049	26288	1251
1050	26311	1226
1051	26334	1201
1052	26363	1176
1053	26386	1151
1054	26413	1126
1055	26440	1101
1056	26462	1076
1057	26486	1051
1058	26512	1026
1059	26537	1001
1060	26561	976
1061	26586	951
1062	26616	926
1063	26635	901
1064	26659	876
1065	26693	851
1066	26716	826
1067	26741	801
1068	26769	776
1069	26797	751
1070	26826	726
1071	26849	701
1072	26873	676
1073	26895	651
1074	26923	626
1075	26948	601
1076	26974	576
1077	26998	550
1078	27028	526
1079	27057	501
1080	27081	475
1081	27107	450
1082	27131	425
1083	27158	400
1084	27181	375
1085	27203	350
1086	27230	325
1087	27257	300
1088	27278	275
1089	27306	250
1090	27330	225
1091	27356	200
1092	27378	175
1093	27394	150
1094	27423	125
1095	27447	100
1096	27472	75
1097	27496	50
1098	27520	25
1099	27541	0
